"COU","Country","SMALL_SUBNATIONAL_REGION","Small subnational region","LARGE_SUBNATIONAL_REGION","Large subnational region","MEAS","Measure","VARIABLE","Land cover class","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","1992","1992",,,"0","Units",,,27.406220228,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2004","2004",,,"0","Units",,,28.534180208,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,28.584337524,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,28.543917992,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.346077752,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.469654868,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.749886652,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.87640056,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,1.6071318245591,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,1.6234468971494,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,1.5727218532777,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,1.554391690217,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","1992","1992",,,"0","Units",,,0.004981467305,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2004","2004",,,"0","Units",,,0.00535993607356,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2015","2015",,,"0","Units",,,0.00606572918248,,
"ZMB","Zambia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","BARE","Bare area","2018","2018",,,"0","Units",,,0.00572817595647,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,113.059768292,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,114.244377444,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,116.631912056,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,120.079319444,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","1992","1992",,,"0","Units",,,0.25812856,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2004","2004",,,"0","Units",,,0.271498692,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2015","2015",,,"0","Units",,,0.265702392,,
"ZWE","Zimbabwe","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WETL","Wetland","2018","2018",,,"0","Units",,,0.262147328,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.07421897490734,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.07507832235899,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.07410439524712,,
"ESH","Western Sahara","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.07407575033207,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.005719016,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.006800992,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.00850124,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.008655808,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"MAC","Macau, China","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.077438568,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.077438568,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.077438568,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.077438568,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","1992","1992",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2004","2004",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2015","2015",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","CROPL","Cropland","2018","2018",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,2.6749814830513,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,2.6749814830513,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,2.6749814830513,,
"ATA","Antarctica","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,2.6749814830513,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","1992","1992",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2004","2004",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2015","2015",,,"0","Units",,,0,,
"BVT","Bouvet Island","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","BARE","Bare area","2018","2018",,,"0","Units",,,0,,
"SGS","South Georgia and the South Sandwich Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","1992","1992",,,"0","Units",,,0,,
"SGS","South Georgia and the South Sandwich Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2004","2004",,,"0","Units",,,0,,
"SGS","South Georgia and the South Sandwich Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2015","2015",,,"0","Units",,,0,,
"SGS","South Georgia and the South Sandwich Islands","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","FOREST","Tree cover","2018","2018",,,"0","Units",,,0,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,11.952701823243,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,11.916657488711,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,11.916657488711,,
"ATF","French Southern and Antarctic Lands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,11.916657488711,,
"IOT","British Indian Ocean Territory","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,18.5,,
"IOT","British Indian Ocean Territory","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,18.5,,
"IOT","British Indian Ocean Territory","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,18.5,,
"IOT","British Indian Ocean Territory","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,18.5,,
"CXR","Christmas Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0,,
"CXR","Christmas Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0,,
"CXR","Christmas Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0,,
"CXR","Christmas Islands","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0.07071486,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0.072878812,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0.06994202,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0.066386956,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,0.68666834,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,0.730256516,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,0.732034048,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,0.73265232,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,0.77763424146309,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,0.82699673017273,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,0.82900973946408,,
"SRB","Serbia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,0.8297099166089,,
"MNE","Montenegro","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","1992","1992",,,"0","Units",,,1.418702388,,
"MNE","Montenegro","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2004","2004",,,"0","Units",,,1.527209124,,
"MNE","Montenegro","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2015","2015",,,"0","Units",,,1.49080836,,
"MNE","Montenegro","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","GRSL","Grassland","2018","2018",,,"0","Units",,,1.502478244,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,0,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,0,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,0,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,0,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","1992","1992",,,"0","Units",,,58.71921182266,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2004","2004",,,"0","Units",,,49.753694581281,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2015","2015",,,"0","Units",,,50.541871921182,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","CROPL","Cropland","2018","2018",,,"0","Units",,,50.541871921182,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,17.733990147783,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,31.527093596059,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,31.625615763547,,
"GGY","Guernsey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,31.625615763547,,
"IMN","Isle of Man","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","1992","1992",,,"0","Units",,,1.339648173207,,
"IMN","Isle of Man","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2004","2004",,,"0","Units",,,1.339648173207,,
"IMN","Isle of Man","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2015","2015",,,"0","Units",,,1.3261163734777,,
"IMN","Isle of Man","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WATER","Inland water","2018","2018",,,"0","Units",,,1.3261163734777,,
"JEY","Jersey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","1992","1992",,,"0","Units",,,0,,
"JEY","Jersey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2004","2004",,,"0","Units",,,0,,
"JEY","Jersey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2015","2015",,,"0","Units",,,0,,
"JEY","Jersey","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","SHRUBL","Shrubland","2018","2018",,,"0","Units",,,0,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","1992","1992",,,"0","Units",,,1708.819877576,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2004","2004",,,"0","Units",,,1661.979745424,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2015","2015",,,"0","Units",,,1645.492131432,,
"BRIICS","BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","SPARSE_VEGETATION","Sparse vegetation","2018","2018",,,"0","Units",,,1653.300984076,,
"SSD","South Sudan ","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","1992","1992",,,"0","Units",,,5.6569165978256,,
"SSD","South Sudan ","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2004","2004",,,"0","Units",,,5.9730164272429,,
"SSD","South Sudan ","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2015","2015",,,"0","Units",,,5.9073045296589,,
"SSD","South Sudan ","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","WETL","Wetland","2018","2018",,,"0","Units",,,5.8105288259442,,
"EU28","European Union (28 countries)","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","1992","1992",,,"0","Units",,,38.645817090911,,
"EU28","European Union (28 countries)","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2004","2004",,,"0","Units",,,38.419522625093,,
"EU28","European Union (28 countries)","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2015","2015",,,"0","Units",,,38.511437818741,,
"EU28","European Union (28 countries)","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2018","2018",,,"0","Units",,,38.498718849974,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,1476.561904724,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,1486.430530536,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,1490.869723496,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,1492.011362744,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","1992","1992",,,"0","Units",,,0.51319911838146,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2004","2004",,,"0","Units",,,0.76224658618773,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2015","2015",,,"0","Units",,,0.92869857263481,,
"OECD","OECD - Total","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","URBAN","Artificial surfaces","2018","2018",,,"0","Units",,,0.96205855377142,,
"OECDE","OECD - Europe","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,11.292220380614,,
"OECDE","OECD - Europe","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,11.428130775139,,
"OECDE","OECD - Europe","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,11.502831288993,,
"OECDE","OECD - Europe","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,11.505611433542,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","1992","1992",,,"0","Units",,,40.194368997283,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2004","2004",,,"0","Units",,,40.543474722434,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2015","2015",,,"0","Units",,,40.439703770126,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","FOREST","Tree cover","2018","2018",,,"0","Units",,,40.280286543978,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,9.9908869655445,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,9.9644515187575,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,9.9244868468094,,
"OECDAM","OECD America","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,9.9278443669375,,
"LAC","Latin America and Caribbean","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","1992","1992",,,"0","Units",,,280.544165928,,
"LAC","Latin America and Caribbean","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2004","2004",,,"0","Units",,,323.358651804,,
"LAC","Latin America and Caribbean","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2015","2015",,,"0","Units",,,320.513054924,,
"LAC","Latin America and Caribbean","TOTAL","Total","TOTAL","Total","THOUSAND_SQKM","Square kilometers (000's)","WATER","Inland water","2018","2018",,,"0","Units",,,320.857509712,,
"MENA","Middle East and North Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,0.50077791395994,,
"MENA","Middle East and North Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,0.4708069513066,,
"MENA","Middle East and North Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,0.4669926088171,,
"MENA","Middle East and North Africa","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,0.47085148788557,,
"AUS","Australia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","1992","1992",,,"0","Units",,,15.615080695978,,
"AUS","Australia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2004","2004",,,"0","Units",,,15.820784708141,,
"AUS","Australia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2015","2015",,,"0","Units",,,15.850582040627,,
"AUS","Australia","TOTAL","Total","TOTAL","Total","PCNT","Percent of total country area","GRSL","Grassland","2018","2018",,,"0","Units",,,16.812555426362,,
